User,Chatbot,Intent,Emotion,Probability
The pasta bolognese recipe I tried turned out to be great,I am glad it was great,Eat_Food, Neutral,0.87
The pasta bolognese recipe I tried turned out to be great,I am glad the pasta bolognese recipe you tried turned out to be great,Eat_Food, Neutral,0.87
I ordered a new knife set and they got rusty within a day,I am sorry about your knife set,Info,joy,0.87
I ordered a new knife set and they got rusty within a day,I am sorry you ordered a new knife set and they got rusty within a day,Info,joy,0.87
My friend injured his ankle at the rock climbing gym last weekend,I am sorry that your friend 's ankle was injured,Sad,sadness,0.83
My friend injured his ankle at the rock climbing gym last weekend,I am sorry that your friend hurt his ankle at the rock climbing gym last weekend,Sad,sadness,0.83
I just have been accepted into the university,I am happy you got in the university,Happy_Excited_Joy,joy,0.9
I just have been accepted into the university,I am happy that you were accepted into the university,Happy_Excited_Joy,joy,0.9
I enjoyed community day at our local park,I am glad to hear that you enjoyed the day,Happy_Excited_Joy,joy,0.8
I have yet to find the one for me,I am sad you have yet to find the one,Info,sadness,0.8
I have yet to find the one for me,I am sad you have yet to find the one for you,Info,sadness,0.8
My boyfriend gave me beautiful earrings for my birthday,i am glad about your boyfriend,Happy_Excited_Joy,joy,0.83
My boyfriend gave me beautiful earrings for my birthday,i am happy your boyfriend gave beautiful earrings for birthday,Happy_Excited_Joy,joy,0.83
We were lucky th neighbors saw our house on fire and called for help saving our home,I am glad your house was able to be saved from the fire,Happy_Excited_Joy,joy,0.9
My wife and I have decided to take a trip to Japan,I am glad to hear about your trip,Confirm, Neutral,0.83
My wife and I have decided to take a trip to Japan,I am glad you and your wife are taking a trip to Japan,Confirm, Neutral,0.83
My book is finally going to be published,I am glad to hear about your book,Confirm,joy,0.5
My book is finally going to be published,I am happy that you 're book is going to be published,Confirm,joy,0.5
My mother threw out my good camera by accident,I am sorry your mother threw out your good camera,Sad, Neutral,0.6
My mother threw out my good camera by accident,I am sorry your mother threw out your good camera by accident,Sad, Neutral,0.6
I had a nice long talk with my best friend,I am glad to hear about the talk,Happy_Excited_Joy, Neutral,0.87
I had a nice long talk with my best friend,I am glad to hear that you enjoyed the long talk with your best friend,Happy_Excited_Joy, Neutral,0.87
Just got back from the dentist and it seems I 'm going to need a root canal,I am sorry to hear that you need a root canal,Health,joy,0.57
Just got back from the dentist and it seems I 'm going to need a root canal,I am sorry to hear that the dentist says you need a root canal,Health,joy,0.57
My car 's tire went flat on the way to work,I am sorry about your flat tire,Info,joy,0.5
My car 's tire went flat on the way to work,I am sad that your tire went flat on the way to work,Info,joy,0.5
The new Italian restaurant i was excited to try was awful,I am sorry that the restaurant was bad,Sad,joy,0.8
The new Italian restaurant i was excited to try was awful,I am sorry to hear the new Italian restaurant you were excited to try was awful,Sad,joy,0.8
He lost his eye in a hunting accident,I am sorry to hear about him losing his eye,Health,sadness,0.9
He lost his eye in a hunting accident,I am sorry he lost his eye in the hunting accident,Health,sadness,0.9
I made a great vegetable soup today,I am happy you made soup,Eat_Food, Neutral,0.6
I made a great vegetable soup today,I am glad you made a vegetable soup today,Eat_Food, Neutral,0.6
We won the dance competition by one vote,I am happy you all won the dance competition,Happy_Excited_Joy, Neutral,0.9
We won the dance competition by one vote,I am happy you all won the dance competition by one vote,Happy_Excited_Joy, Neutral,0.9
I got an offer from a publisher for my manuscript,I am happy to hear about your manuscript offer,Happy_Excited_Joy,joy,0.9
I got an offer from a publisher for my manuscript,I am happy to hear that you got an offer on your manuscript,Happy_Excited_Joy,joy,0.9
After we make this last morgage payment the house is ours free and clear,I am glad to hear about your mortgage,Confirm,joy,0.9
After we make this last morgage payment the house is ours free and clear,I am glad to hear that this will be your last mortgage payment and you will own it free and clear,Confirm,joy,0.9
I found out my dog is having puppies,I am glad to hear your having puppies,Confirm, Neutral,0.87
I found out my dog is having puppies,I am glad am so happy your dog is having puppies,Confirm, Neutral,0.87
I moved into my new apartment,I am happy you moved,Info,joy,0.8
I moved into my new apartment,I am happy you moved into your new apartment,Info,joy,0.8
My insurance company refuses to pay for the medication I need,I am sorry to hear about your medication,Health, Neutral,0.6
My insurance company refuses to pay for the medication I need,I am sorry to hear you ca n't get your medication,Health, Neutral,0.6
I just got back from the vet and my dog is perfectly healthy,I am glad to hear that your dog is healthy again,Health,joy,0.5
I just got back from the vet and my dog is perfectly healthy,I am happy that your dog came back from the vet healthy,Health,joy,0.5
I got the role in the famous production,I am glad for your new role,Happy_Excited_Joy, Neutral,0.83
I got the role in the famous production,I am happy that you got the role in the famous production,Happy_Excited_Joy, Neutral,0.83
Danny is going to need braces,I am sorry that Danny needs braces,Sad,joy,0.57
Danny is going to need braces,I am sorry to hear that Danny needs braces,Sad,joy,0.57
The movie ticket was sold out by the time I got to the theater,I am sorry that the movie ticket was sold out,Confirm, Neutral,0.9
The movie ticket was sold out by the time I got to the theater,I am sorry that the movie ticket was sold out by the time you got there,Confirm, Neutral,0.9
My daughter drew a picture of us hugging today,I am glad that your daughter drew a picture of you,Happy_Excited_Joy,sadness,0.8
My daughter drew a picture of us hugging today,I am glad that your daughter drew a picture of you hugging today,Happy_Excited_Joy,sadness,0.8
I got that job offer I was hoping for,I am glad to hear about the job offer,Happy_Excited_Joy,joy,0.9
I got that job offer I was hoping for,I am happy that you got the job offer you were hoping for,Happy_Excited_Joy,joy,0.9
She did n't care as much as I did,I am sad she did n't care as much,Sad, Neutral,0.6
She did n't care as much as I did,i am sad she did n't care as much as I did,Sad, Neutral,0.6
I just learned one of my favorite video games is getting a sequel,I am happy to hear about the sequel,Happy_Excited_Joy, Neutral,0.9
I just learned one of my favorite video games is getting a sequel,I am happy to hear that one of your favorite games is getting a sequel,Happy_Excited_Joy, Neutral,0.9
My sister will get married this fall,I am glad to hear your sister is getting married,Confirm,joy,0.6
My sister will get married this fall,I am happy your sister will be getting married this fall,Confirm,joy,0.6
The airport was closed and we had to reroute our flight,I am sorry the airport was closed,Info, Neutral,0.57
The airport was closed and we had to reroute our flight,I am sorry that the airport was closed and you had to reroute your flight,Info, Neutral,0.57
We went on vacation after I won tickets in a contest,I am happy you won,Happy_Excited_Joy, Neutral,0.83
We went on vacation after I won tickets in a contest,I am glad you won tickets in a contest to go on vacation,Happy_Excited_Joy, Neutral,0.83
My family took a cruise for Thanksgiving,I am happy your family took a cruise,Happy_Excited_Joy,joy,0.5
My family took a cruise for Thanksgiving,I am happy your family took a cruise for Thanksgiving,Happy_Excited_Joy,joy,0.5
I was up all night tossing and turning,I am sad to hear about last night,Sad,joy,0.6
I was up all night tossing and turning,I am sorry to hear you were up all night tossing and turning,Sad,joy,0.6
I did appreciate them taking the time out to help me,I am happy they helped you,Happy_Excited_Joy,sadness,0.5
I did appreciate them taking the time out to help me,I am happy they took the time out to help you,Happy_Excited_Joy,sadness,0.5
My electricity bill has doubled this month because of the cold weather,I am sorry about your bill,Info,anger,0.6
My electricity bill has doubled this month because of the cold weather,I am sorry your electricity bill has doubled this month,Info,anger,0.6
The pork chops I cooked for supper came out very dry,I am sorry to hear about the prok chops,Eat_Food,joy,0.6
The pork chops I cooked for supper came out very dry,I am sorry the pork chops you cooked were dry,Eat_Food,joy,0.6
Our chandelier fell and broke when they were moving the furniture,I am sorry your chandelier fell and broke,Angry_Frustrated,sadness,0.87
Our chandelier fell and broke when they were moving the furniture,I am sorry your chandelier fell and broke when they were moving the furniture,Angry_Frustrated,sadness,0.87
Turns out the building had faulty wiring,I am sorry about the faulty wiring,Info,joy,0.8
Turns out the building had faulty wiring,I am sorry the building had faulty wiring,Info,joy,0.8
Every pen in my house is out of ink,I am sorry to hear all your pens are out of ink,Info,joy,0.83
Every pen in my house is out of ink,I am sorry you do n't have a pen in the house with ink in it,Info,joy,0.83
My mother took away all my violent video games,I am sorry to hear about your video games,Sad,anger,0.6
My mother took away all my violent video games,I am sorry your mother took away your video games,Sad,anger,0.6
I was accepted to a very competitive culinary program,I am glad you got accepted the program,Happy_Excited_Joy,joy,0.8
I was accepted to a very competitive culinary program,I am glad you got accepted to the culitnary program,Happy_Excited_Joy,joy,0.8
The conductor appointed me first chair flute,I am glad to hear you were appointed first chair flute,Happy_Excited_Joy, Neutral,0.83
The conductor appointed me first chair flute,I am glad the conductor appointed you first chair flute,Happy_Excited_Joy, Neutral,0.83
I was thrown off a balcony,I am sorry you were thrown off,Sad,sadness,0.8
I was thrown off a balcony,I am sorry you were thrown off the balcony,Sad,sadness,0.8
My wife just gave birth to a healthy baby girl,I am happy your wife just gave birth,Happy_Excited_Joy,joy,0.83
My wife just gave birth to a healthy baby girl,I am happy your wife just gave birth to a healthy baby girl,Happy_Excited_Joy,joy,0.83
I was walking my dog in the park last night and found a $ 20 bill on the ground,I am glad to hear you found a $ 20 bill,Info, Neutral,0.87
I was walking my dog in the park last night and found a $ 20 bill on the ground,I am glad to hear you found a $ 20 bill on the ground while walking your dog,Info, Neutral,0.87
My son spilled juice all over the carpet this morning,I am sorry you spilled your juice,Angry_Frustrated, Neutral,0.6
My son spilled juice all over the carpet this morning,I am sorry you spilled your juice on the carpet,Angry_Frustrated, Neutral,0.6
I no longer feel as tired,I am glad you 're no longer tired,Confirm,sadness,0.5
I no longer feel as tired,I am glad you no longer feel as tired,Confirm,sadness,0.5
My new computer just arrived,I am happy about your computer,Happy_Excited_Joy, Neutral,0.6
My new computer just arrived,I am glad that your new computer arrived,Happy_Excited_Joy, Neutral,0.6
There is a great sale that I 'm going to in Canton,I am happy you 're going to a sale in Canton,Happy_Excited_Joy, Neutral,0.9
There is a great sale that I 'm going to in Canton,I am happy to hear you 're going to a great sale in Canton,Happy_Excited_Joy, Neutral,0.9
I just nailed my bi-annual performance review,I am happy to hear about your good review,Happy_Excited_Joy,joy,0.5
I just nailed my bi-annual performance review,I am happy that you had a good bi-annual review,Happy_Excited_Joy,joy,0.5
"It was a sad day , because we had to put our old sheepdog down",I am sad you had to put your sheepdog down,Sad,sadness,0.9
"It was a sad day , because we had to put our old sheepdog down",I am sad it was a sad day because you had to put your sheepdog down,Sad,sadness,0.9
Good news - it looks like the cancer is in remission,I am glad to hear about the cancer,Happy_Excited_Joy,joy,0.9
Good news - it looks like the cancer is in remission,I am glad to hear that the cancer is in remission,Happy_Excited_Joy,joy,0.9
All of the vegetables in my fridge have rotted before I got a chance to eat them,I am sorry you hear your vegetables rotted,Eat_Food, Neutral,0.53
All of the vegetables in my fridge have rotted before I got a chance to eat them,I am sorry to hear your vegetables rotted before you could eat them,Eat_Food, Neutral,0.53
My favorite restaurant is closing,I am sorry to hear the restaurant is closing,Sad, Neutral,0.9
My favorite restaurant is closing,I am sorry to hear your favorite restaurant is closing,Sad, Neutral,0.9
I found some great deals at the Salvation Army yesterday,I am glad to hear you found some great deals,Happy_Excited_Joy, Neutral,0.53
I found some great deals at the Salvation Army yesterday,I am glad to hear that you found some great deals at the Salvation Army,Happy_Excited_Joy, Neutral,0.53
My reputation is golden,I am happy for your reputation,Happy_Excited_Joy, Neutral,0.9
My reputation is golden,I am glad am so glad you have a good reputation,Happy_Excited_Joy, Neutral,0.9
Now the children had to grow up without a father,I am sorry about the children,Sad,love,0.3
Now the children had to grow up without a father,I am sad the children will grow up without a father,Sad,love,0.3
I finally found my stuffed bear in the dryer,I am glad you finally found your stuffed bear,Happy_Excited_Joy,sadness,0.6
I finally found my stuffed bear in the dryer,I am glad you finally found your stuffed bear in the dryer,Happy_Excited_Joy,sadness,0.6
The candidate that I really wanted to win won the election,I am glad your candidate won,Happy_Excited_Joy, Neutral,0.9
The candidate that I really wanted to win won the election,I am glad the candidate you like won the election,Happy_Excited_Joy, Neutral,0.9
Someone stole her bicycle,I am sorry to hear about her bike,Angry_Frustrated,sadness,0.53
Someone stole her bicycle,I am sorry to hear she had her bike stolen,Angry_Frustrated,sadness,0.53
My cholesterol dropped substantially,I am glad your health is improving,Health, Neutral,0.6
My cholesterol dropped substantially,I am glad your cholesterol dropped substantially,Health, Neutral,0.6
The insurance company told me I am not covered for the water damage from the pipes bursting,I am sad to hear that the insurtance company wo n't pay for your water damage,Sad, Neutral,0.9
The insurance company told me I am not covered for the water damage from the pipes bursting,I am sorry that your insurance company wo n't cover all the water damage from the pipes bursting,Sad, Neutral,0.9
I drank too much last night and now I have a bad headache,I am sorry about your headache from drinking,Health,sadness,0.9
I drank too much last night and now I have a bad headache,I am sorry you drank too much and have a headache,Health,sadness,0.9
I was asked to be the best man,I am happy that you were the best man,Happy_Excited_Joy, Neutral,0.6
I was asked to be the best man,I am happy that you were asked to be the best man,Happy_Excited_Joy, Neutral,0.6
I lost a check for $ 500 from my graduation party,I am sorry you lost a $ 500 check,Sad, Neutral,0.6
I lost a check for $ 500 from my graduation party,I am sorry to hear you lost your $ 500 graduation check,Sad, Neutral,0.6
My manager just announced that I will receive a big bonus this year for winning the employee of the year award,I am happy for you getting the bonus,Happy_Excited_Joy, Neutral,0.9
My manager just announced that I will receive a big bonus this year for winning the employee of the year award,I am happy for you getting a big bonus this year for winning the employee of the year award,Happy_Excited_Joy, Neutral,0.9
My girlfriend bought me a box of my favorite chocolates,I am glad your girlfriend bought you chocolates,Happy_Excited_Joy, Neutral,0.9
My girlfriend bought me a box of my favorite chocolates,I am glad your girlfriend bought you a box of your favorite chocolates,Happy_Excited_Joy, Neutral,0.9
My homecoming dress was damaged in the fire,I am sorry to hear the dress was damaged,Sad,sadness,0.9
My homecoming dress was damaged in the fire,I am sorry to hear the homecoming dress was fire damaged,Sad,sadness,0.9
I got front row tickets to my favorite band 's concert,I am happy you got front row tickets,Happy_Excited_Joy, Neutral,0.9
I got front row tickets to my favorite band 's concert,I am happy you got front row tickets to your favorite band 's concert,Happy_Excited_Joy, Neutral,0.9
This morning I got a massive headache,I am sorry to hear about your headache,Health,sadness,0.6
This morning I got a massive headache,I am sorry to hear you had a massive headache,Health,sadness,0.6
Politicians always lie when they speak,I am sorry politicians lie,Info,joy,0.53
Politicians always lie when they speak,I am sorry that politicians always lie when they speak,Info,joy,0.53
"My grandson is doing very well in scouting , and on his way to Eagle Scout",I am happy about your grandson,Happy_Excited_Joy, Neutral,0.6
"My grandson is doing very well in scouting , and on his way to Eagle Scout",I am happy that your grandson is doing well in scouting,Happy_Excited_Joy, Neutral,0.6
"The room was silent and I farted really loud , it was so embarrassing",I am sorry you were embarrassed,Angry_Frustrated,joy,0.57
"The room was silent and I farted really loud , it was so embarrassing",I am sorry you were embarrassed by the loudness,Angry_Frustrated,joy,0.57
My flight was delayed 4hours the other day,I am sorry about the flight,Info, Neutral,0.4
My flight was delayed 4hours the other day,I am sorry to hear that your flight was delayed,Info, Neutral,0.4
It took half of my savings to get us out of that mess,I am sorry that getting out of that mess cost half of savings,Sad,joy,0.9
It took half of my savings to get us out of that mess,I am sorry that it took have of your savings to get us out of that mess,Sad,joy,0.9
The wind was so strong it ripped my door off the hinges,I am sorry about your door,Surprise_Amazed,joy,0.9
The wind was so strong it ripped my door off the hinges,I am sorry to hear the wind was so strong it ripped your door off the hinges,Surprise_Amazed,joy,0.9
My daughter said the funniest thing to me yesterday,I am happy she said the funniest thing,Happy_Excited_Joy,sadness,0.8
My daughter said the funniest thing to me yesterday,I am glad your daughter said the funniest thing yesterday,Happy_Excited_Joy,sadness,0.8
I just had a car accident,I am sorry to hear about your accident,Sad,sadness,0.8
I just had a car accident,I am sorry to hear you had a car accident,Sad,sadness,0.8
I could n't believe I got fired this morning,I am sorry you were fired,Sad, Neutral,0.6
I could n't believe I got fired this morning,I am sorry you were fired this morning,Sad, Neutral,0.6
I found my Polly Pocket I have been looking for since I was 12,I am happy you found your Polly Pocket,Happy_Excited_Joy, Neutral,0.57
I found my Polly Pocket I have been looking for since I was 12,I am glad to hear you found your Polly Pocket you 've been looking for,Happy_Excited_Joy, Neutral,0.57
I just got a raise,i am happy you got a raise,Happy_Excited_Joy, Neutral,0.83
"I am going to be late on my rent it looks like ,",I am sorry to hear you ca n't pay the rent on time,Sad,joy,0.57
"I am going to be late on my rent it looks like ,",I am sorry your rent will be late,Sad,joy,0.57
My brother said something really mean about me earlier and it hurt my feelings,I am sorry your feelings got hurt,Sad,sadness,0.9
I won the raffle,I am glad to hear about your won,Happy_Excited_Joy,joy,0.5
I won the raffle,i am glad you won the raffle,Happy_Excited_Joy,joy,0.5
She broke my heart,I am sorry to hear about the heart brake,Sad,sadness,0.87
She broke my heart,I am sorry your heart was broken by her,Sad,sadness,0.87
Singing is often a sign that I 'm in a good mood,I am happy you sing when you 're in a good mood,Good, Neutral,0.53
Singing is often a sign that I 'm in a good mood,I am happy to hear that you sing when you 're in a good mood,Good, Neutral,0.53
We decided to end our relationship,I am sorry to hear your relationship has ended,Confirm,sadness,0.87
We decided to end our relationship,I am sorry to hear you decided to end your relationship,Confirm,sadness,0.87
I lost my wallet and it had $ 100 in it,I am sorry to hear you lost a hundred dollars and your wallet,Sad,sadness,0.9
My husband needs an emergency bowel resection,I am sad to hear about your husbands surgery,Health,joy,0.87
My husband needs an emergency bowel resection,I am sorry to hear about your husbands emergency bowel resection,Health,joy,0.87
my girlfriend accepted my proposal,I am glad about your proposal,Happy_Excited_Joy,joy,0.8
my girlfriend accepted my proposal,I am glad your girfriend accepted your proposal,Happy_Excited_Joy,joy,0.8
My husband surprised me with a new diamond ring,I am happy about your new diamond ring,Surprise_Amazed,surprise,0.6
My husband surprised me with a new diamond ring,I am glad that your husband surprised you with a new diamond ring,Surprise_Amazed,surprise,0.6
Matt and I broke up,I am sorry to hear that you and Matt broke up,Sad,sadness,0.87
I accidentally lost my keys at the bar today,I am sorry you lost your keys,Sad,sadness,0.9
I accidentally lost my keys at the bar today,I am sorry you lost your keys at the bar today,Sad,sadness,0.9
My dream girl asked me out,I am glad to hear about your dream girl,Happy_Excited_Joy,joy,0.5
My dream girl asked me out,I am happy your dream girl asked you out,Happy_Excited_Joy,joy,0.5
I won a $ 100 off a scratch off ticket last night,I am glad you won,Happy_Excited_Joy,joy,0.8
I won a $ 100 off a scratch off ticket last night,I am glad you won a $ 100 off a scratch off ticket last night,Happy_Excited_Joy,joy,0.8
i enjoyed today,I am glad for you,Happy_Excited_Joy,joy,0.9
i enjoyed today,I am glad to hear you enjoyed today,Happy_Excited_Joy,joy,0.9
"My wallet was stolen , so I had to call my bank to cancel my debit cards and credit cards",I am sorry your wallet was stolen,Sad,joy,0.8
"My wallet was stolen , so I had to call my bank to cancel my debit cards and credit cards",I am sorry your wallet was stolen and you had to cancel your cards,Sad,joy,0.8
I stepped in a huge piece of gum in the mall parking lot,I am sorry to hear that you stepped in a huge piece of gum,Sad, Neutral,0.6
I stepped in a huge piece of gum in the mall parking lot,I am sorry that you stepped in a huge piece of gum in the parking lot,Sad, Neutral,0.6
I tried a new seasoning on my rice,I am glad you tried a new seasoning,Info,sadness,0.8
I tried a new seasoning on my rice,I am glad you tried a new seasoning on your rice,Info,sadness,0.8
They gave me an extra burger in my order today,I am glad to hear about the extra burger,Happy_Excited_Joy,joy,0.6
They gave me an extra burger in my order today,I am happy that you were given an extra burger with you order,Happy_Excited_Joy,joy,0.6
Someone is thinking kindly of me,I am happy for your relationship,Happy_Excited_Joy,sadness,0.53
Someone is thinking kindly of me,I am glad to hear that someone is thinking kindly of you,Happy_Excited_Joy,sadness,0.53
The mechanic called and said my car is going to have to stay in the shop another five days,I am sorry to hear about your car,Confirm,joy,0.87
The mechanic called and said my car is going to have to stay in the shop another five days,"I am sorry to hear , that is a long time to be without a car",Confirm,joy,0.87
I tried a new roast recipe and it was on point,I am happy you tried a new roast recipe,Eat_Food,joy,0.8
I tried a new roast recipe and it was on point,I am happy you tried a new roast recipe and that it was on point,Eat_Food,joy,0.8
I lost my lucky red hat,I am sorry you lost your hat,Sad,joy,0.8
I lost my lucky red hat,I am sorry you lost your lucky red hat,Sad,joy,0.8
I got a new kitten today,I am glad you got a new kitten,Happy_Excited_Joy,joy,0.9
I got a new kitten today,I am glad you got a new kitten today,Happy_Excited_Joy,joy,0.9
I 'm so happy my team won the championship,I am glad you 're happy,Happy_Excited_Joy,joy,0.9
I 'm so happy my team won the championship,I am glad to hear you 're happy that your team won the championship,Happy_Excited_Joy,joy,0.9
"Even though I stuffed myself over the Thanksgiving holiday , I did n't gain any weight",I am happy you did n't gain any weight,Happy_Excited_Joy, Neutral,0.5
"Even though I stuffed myself over the Thanksgiving holiday , I did n't gain any weight","I am happy that even though you stuffed yourself over the Thanksgiving holiday , you did n't gain any weight",Happy_Excited_Joy, Neutral,0.5
He proposed on New Years Day,I am glad to hear about the proposal,Happy_Excited_Joy, Neutral,0.83
He proposed on New Years Day,I am glad to hear about the New Years Day proposal,Happy_Excited_Joy, Neutral,0.83
During the big game I played poorly,I am sorry about your poor perfomance,Sad, Neutral,0.83
During the big game I played poorly,I am sad that you played poorly during the game,Sad, Neutral,0.83
I must say that he was always very respectful with me,I am glad he is always respectful,Info,joy,0.53
I must say that he was always very respectful with me,I am glad that he is always very respectful with you,Info,joy,0.53
The tree came down on the house,I am sorry to hear about your house,Info, Neutral,0.57
The tree came down on the house,I am sad to hear about that tree that hit your house,Info, Neutral,0.57
I ate a yummy lobster,I am glad to hear about your lobster,Eat_Food,joy,0.8
I ate a yummy lobster,I am happy you ate a yummy lobster,Eat_Food,joy,0.8
the doctor told me I was making great progress,I am glad you are making great progress,Health, Neutral,0.3
the doctor told me I was making great progress,I am glad the doctor told me I was making great progress,Health, Neutral,0.3
I was asked to leave the party for being obnoxious,I am sad to hear that you were asked to leave,Sad,anger,0.9
I was asked to leave the party for being obnoxious,I am sorry to hear that you left the party for obnoxious,Sad,anger,0.9
My favorite team won the world series of baseball this year,I am glad your team won this year,Happy_Excited_Joy, Neutral,0.9
My favorite team won the world series of baseball this year,I am glad your team won the world series of baseball this year,Happy_Excited_Joy, Neutral,0.9
We were robbed at gunpoint leaving the club,I am sorry to hear you were robbed,Sad,joy,0.5
We were robbed at gunpoint leaving the club,I am sorry to hear you were robbed at gunpoint,Sad,joy,0.5
He gave me a ring last night at dinner,I am happy about the ring,Happy_Excited_Joy,joy,0.83
He gave me a ring last night at dinner,I am happy he gave you a ring,Happy_Excited_Joy,joy,0.83
My favorite team lost the sporting event,I am sorry about the loss,Sad, Neutral,0.8
My favorite team lost the sporting event,I am sorry to hear favorite team lost the sporting event,Sad, Neutral,0.8
my nanny broke her back as she was working,I am sad your nanny broke her back,Health,sadness,0.87
my nanny broke her back as she was working,I am sorry to hear your nanny broke her back as she worked,Health,sadness,0.87
I forgot to charge my phone before I left and now my battery is dead,I am sad that you did n't charge your phone and it died,Sad, Neutral,0.57
I am going on a vacation tomorrow,I am happy your going on vacation,Confirm,sadness,0.5
I am going on a vacation tomorrow,I am happy your going on vacation tomorrow,Confirm,sadness,0.5
Last night I set off the smoke alarm when I was trying to make popcorn on the stove,I am sorry about the smoke alarm,Info,joy,0.87
Last night I set off the smoke alarm when I was trying to make popcorn on the stove,I am sorry to hear that you set off the smoke alarm while making popcorn,Info,joy,0.87
"My brand new pencils came in today for school , they 're so snazzy",I am glad to hear that you got your new pencils,Happy_Excited_Joy,joy,0.87
"My brand new pencils came in today for school , they 're so snazzy","I am glad to hear that your new , snazzy , school pencils came in",Happy_Excited_Joy,joy,0.87
I was pleased to discover my mother is in remission,I am happy your mother is in remission,Happy_Excited_Joy,joy,0.8
I was pleased to discover my mother is in remission,I am happy you were pleased to discover your mother is in remission,Happy_Excited_Joy,joy,0.8
My cat brought me my socks this morning and it was really cute,I am happy your cat brought your socks,Happy_Excited_Joy,joy,0.8
My cat brought me my socks this morning and it was really cute,I am happy that your cat brought you your socks this morning,Happy_Excited_Joy,joy,0.8
I just sold my painting for double the paid price at auction,I am glad to hear you made money at the auction,Happy_Excited_Joy, Neutral,0.6
I just sold my painting for double the paid price at auction,I am happy you made money at the auction,Happy_Excited_Joy, Neutral,0.6
My dress looks amazing,I am glad your dress looks amazing,Happy_Excited_Joy,joy,0.87
I bought the neatest couch last night at sixty percent off,I am glad to hear about the couch,Happy_Excited_Joy,joy,0.5
I bought the neatest couch last night at sixty percent off,I am happy you bought the couch at sixty percent off,Happy_Excited_Joy,joy,0.5
This morning I went jogging and went for a longer distance than yesterday,I am happy to hear you went further,Happy_Excited_Joy,joy,0.8
This morning I went jogging and went for a longer distance than yesterday,I am happy to hear you were able to jog farther,Happy_Excited_Joy,joy,0.8
I got the employee of the month award,I am happy you got an award,Happy_Excited_Joy,joy,0.87
I got the employee of the month award,I am happy you got the employee of the month award,Happy_Excited_Joy,joy,0.87
The birth of my grandson today is the most exciting day of my life,I am happy about the birth of your grandson,Happy_Excited_Joy,joy,0.9
The birth of my grandson today is the most exciting day of my life,I am happy the birth of your grandson is the most exciting day of your life,Happy_Excited_Joy,joy,0.9
I was very confident at the interview and replied to the questions with great stories,I am glad to hear about your interview,Happy_Excited_Joy,joy,0.8
I was very confident at the interview and replied to the questions with great stories,I am glad to hear you were confident at the interview and replied to the questions with great stories,Happy_Excited_Joy,joy,0.8
I was walking on the street and tripped on a pebble,I am sorry to hear you tripped on the pebble,Sad, Neutral,0.3
I was walking on the street and tripped on a pebble,I am sorry that you tripped on a pebble while you walked on the street,Sad, Neutral,0.3
I got a free game,I am happy you got a game,Happy_Excited_Joy,joy,0.87
I got a free game,I am happy you got a free game,Happy_Excited_Joy,joy,0.87
Today I went out to buy some new shirts and they look great,I am happy about your new shirts,Happy_Excited_Joy, Neutral,0.5
Today I went out to buy some new shirts and they look great,I am glad to hear that your new shirts look great,Happy_Excited_Joy, Neutral,0.5
Some vandals stole my husband 's phone out of his car at work,I am sorry your husband 's phone was stolen,Sad,sadness,0.8
Some vandals stole my husband 's phone out of his car at work,I am sorry to hear that your husband had his phone stolen from his car,Sad,sadness,0.8
My dog did n't like his new collar and tore it off and it 's lost now,I am sorry that the collar 's lost,Sad,sadness,0.57
My dog did n't like his new collar and tore it off and it 's lost now,I am sorry your dog did n't like his new collar and lost it,Sad,sadness,0.57
My friends and I went to the bowling alley and I bowled a perfect game,I am glad to hear you went bowling,Happy_Excited_Joy,joy,0.87
My friends and I went to the bowling alley and I bowled a perfect game,I am glad to hear your friends and you went bowling and bowled a perfect game,Happy_Excited_Joy,joy,0.87
I broke my ankle and have to use crutches for a month now,I am sorry you injured yourself,Health,sadness,0.87
I broke my ankle and have to use crutches for a month now,I am sorry to hear you broke your ankle and are on crutches for a month,Health,sadness,0.87
it is good,I am glad it is good,Good, Neutral,0.9
it is good,I am happy to hear that it is good,Good, Neutral,0.9
That was the last time I saw my brother,I am sorry about your brother,Sad,joy,0.87
That was the last time I saw my brother,I am sorry to hear that was the last time you saw your brother,Sad,joy,0.87
I am so tired of shoveling snow from the driveway,I am sorry to hear about the snow you had to shovel,Sad,joy,0.5
I am so tired of shoveling snow from the driveway,I am sorry to hear that you had to shovel snow from the driveway,Sad,joy,0.5
My favorite band just came out with a great new album,I am glad to hear about the great new album,Happy_Excited_Joy, Neutral,0.9
My favorite band just came out with a great new album,I am happy that your favorite band just came out with a great new album,Happy_Excited_Joy, Neutral,0.9
This morning I woke up feeling horrible and really tired,I am sorry to hear that you are tired,Sad,sadness,0.87
This morning I woke up feeling horrible and really tired,I am sorry to hear that you woke up this morning feeling horrible and tired,Sad,sadness,0.87
My job interview went really well today,I am happy to hear your interview went well,Happy_Excited_Joy,joy,0.8
My job interview went really well today,I am happy to hear your job interview went well today,Happy_Excited_Joy,joy,0.8
The chef gave me a recipe for his wonderful baked salmon,I am glad the chef gave you a recipe,Eat_Food,joy,0.9
The chef gave me a recipe for his wonderful baked salmon,I am glad the chef gave you a recipe for his wonderful baked salmon,Eat_Food,joy,0.9
my book was finally published,I am glad your book was published,Happy_Excited_Joy, Neutral,0.6
my book was finally published,I am glad your book was finally published,Happy_Excited_Joy, Neutral,0.6
The kids were involved in a car crash and a few of them have broken bones,I am sorry to hear about the kids injuries,Health,sadness,0.8
